SaleID,ProductID,ProductName,ProductCategory,EmployeeID,EmployeeName,VenderID,VenderName,CustomerID,CustomerName,SaleDate,SaleAmount,Quantity,Discount,PaymentMethod,PaymentMethodID
887,1073,Water Filter,Electronics,2005,Eve,3009,VenderJ,4043,Mateo,2025-06-05,1713.31,3,0.13,Cryptocurrency,6005
888,1017,Flash Drive,Electronics,2001,Alice,3003,VenderD,4031,Samuel,2025-06-06,237.3,1,0.13,Mobile Payment,6004
889,1068,Hoverboard,Accessories,2006,Frank,3007,VenderH,4001,Jane,2025-06-07,1517.77,1,0.02,Credit Card,6000
890,1038,Headset,Accessories,2003,Charlie,3002,VenderC,4008,Noah,2025-06-08,421.79,1,0.12,Cryptocurrency,6005
891,1059,Smartwatch Charger,Accessories,2007,Grace,3002,VenderC,4037,Levi,2025-06-09,784.21,4,0.05,Cryptocurrency,6005
892,1042,Memory Card,Electronics,2004,David,3007,VenderH,4028,Sebastian,2025-06-10,449.95,4,0.06,Mobile Payment,6004
893,1044,Alarm System,Electronics,2007,Grace,3009,VenderJ,4037,Levi,2025-06-11,942.58,1,0.02,Online Payment,6003
894,1022,Smart Light,Electronics,2003,Charlie,3009,VenderJ,4017,Elijah,2025-06-12,882.32,4,0.13,Bank Transfer,6002
895,1068,Hoverboard,Accessories,2007,Grace,3006,VenderG,4021,Ella,2025-06-13,191.32,4,0.12,Bank Transfer,6002
896,1005,Mouse,Electronics,2002,Bob,3006,VenderG,4034,Scarlett,2025-06-14,1677.95,4,0.04,Cash,6001
897,1055,Server,Accessories,2006,Frank,3009,VenderJ,4014,James,2025-06-15,1722.95,4,0.05,Online Payment,6003
898,1003,Headphones,Electronics,2006,Frank,3001,VenderB,4006,Liam,2025-06-16,1596.26,4,0.15,Credit Card,6000
899,1022,Smart Light,Accessories,2004,David,3006,VenderG,4012,Lucas,2025-06-17,1710.45,4,0.16,Gift Card,6006
900,1005,Mouse,Accessories,2007,Grace,3009,VenderJ,4041,Daniel,2025-06-18,1526.67,1,0.1,Bank Transfer,6002
901,1031,Smart Plug,Electronics,2004,David,3009,VenderJ,4035,Jack,2025-06-19,1881.22,4,0.03,Cryptocurrency,6005
902,1017,Flash Drive,Accessories,2007,Grace,3002,VenderC,4015,Charlotte,2025-06-20,1195.15,4,0.01,Mobile Payment,6004
903,1014,External Hard Drive,Accessories,2006,Frank,3006,VenderG,4040,Nora,2025-06-21,1207.02,3,0.05,Cryptocurrency,6005
904,1039,Bluetooth Speaker,Accessories,2002,Bob,3003,VenderD,4020,Benjamin,2025-06-22,1733.83,3,0.15,Mobile Payment,6004
905,1072,Dehumidifier,Electronics,2007,Grace,3007,VenderH,4027,Zoe,2025-06-23,763.89,4,0.12,Credit Card,6000
906,1073,Water Filter,Accessories,2004,David,3007,VenderH,4009,Ava,2025-06-24,195.16,2,0.14,Credit Card,6000
907,1005,Mouse,Electronics,2001,Alice,3005,VenderF,4018,Harper,2025-06-25,1524.73,2,0.09,Online Payment,6003
908,1062,Fitness Band,Electronics,2006,Frank,3002,VenderC,4016,Amelia,2025-06-26,583.72,4,0.15,Credit Card,6000
909,1066,Wireless Charger,Accessories,2003,Charlie,3005,VenderF,4000,John,2025-06-27,1001.05,1,0.1,Credit Card,6000
910,1010,Charger,Electronics,2003,Charlie,3005,VenderF,4012,Lucas,2025-06-28,556.84,1,0.02,Credit Card,6000
911,1042,Memory Card,Accessories,2002,Bob,3002,VenderC,4035,Jack,2025-06-29,1671.47,3,0.02,Gift Card,6006
912,1016,USB Hub,Electronics,2001,Alice,3003,VenderD,4046,Mila,2025-06-30,1920.76,1,0.17,Bank Transfer,6002
913,1003,Headphones,Accessories,2004,David,3001,VenderB,4041,Daniel,2025-07-01,204.54,1,0.13,Online Payment,6003
914,1062,Fitness Band,Electronics,2007,Grace,3000,VenderA,4019,Henry,2025-07-02,543.41,1,0.06,Gift Card,6006
915,1067,Electric Scooter,Accessories,2006,Frank,3001,VenderB,4040,Nora,2025-07-03,460.17,4,0.15,Gift Card,6006
916,1080,Dash Cam,Accessories,2003,Charlie,3006,VenderG,4039,Ethan,2025-07-04,1379.09,4,0.03,Credit Card,6000
917,1040,Charging Cable,Accessories,2003,Charlie,3009,VenderJ,4005,Sophia,2025-07-05,914.49,2,0.13,Gift Card,6006
918,1004,Monitor,Accessories,2003,Charlie,3004,VenderE,4022,Alexander,2025-07-06,966.9,3,0.2,Credit Card,6000
919,1031,Smart Plug,Electronics,2003,Charlie,3008,VenderI,4041,Daniel,2025-07-07,398.45,2,0.03,Cryptocurrency,6005
920,1069,Electric Bike,Electronics,2005,Eve,3002,VenderC,4023,Lily,2025-07-08,888.0,1,0.03,Cryptocurrency,6005
921,1034,Power Bank,Accessories,2002,Bob,3001,VenderB,4048,Sofia,2025-07-09,676.13,1,0.09,Gift Card,6006
922,1021,Drone,Electronics,2004,David,3003,VenderD,4004,Chris,2025-07-10,1261.26,2,0.13,Mobile Payment,6004
923,1064,Power Strip,Accessories,2006,Frank,3001,VenderB,4031,Samuel,2025-07-11,512.75,2,0.01,Bank Transfer,6002
924,1021,Drone,Accessories,2006,Frank,3006,VenderG,4045,Ryan,2025-07-12,1268.14,4,0.1,Credit Card,6000
925,1010,Charger,Electronics,2006,Frank,3009,VenderJ,4016,Amelia,2025-07-13,817.72,4,0.02,Bank Transfer,6002
926,1076,Smart Microwave,Electronics,2004,David,3005,VenderF,4010,Isabella,2025-07-14,757.96,3,0.05,Online Payment,6003
927,1002,Tablet,Accessories,2002,Bob,3007,VenderH,4026,Grace,2025-07-15,680.56,4,0.14,Online Payment,6003
928,1008,Camera,Electronics,2001,Alice,3004,VenderE,4003,Emma,2025-07-16,1380.28,1,0.15,Cryptocurrency,6005
929,1059,Smartwatch Charger,Accessories,2007,Grace,3001,VenderB,4022,Alexander,2025-07-17,1168.59,1,0.15,Cash,6001
930,1075,Air Fryer,Electronics,2007,Grace,3003,VenderD,4022,Alexander,2025-07-18,1718.27,2,0.01,Gift Card,6006
931,1013,Router,Electronics,2002,Bob,3000,VenderA,4048,Sofia,2025-07-19,559.06,3,0.16,Gift Card,6006
932,1017,Flash Drive,Electronics,2003,Charlie,3001,VenderB,4033,Owen,2025-07-20,176.23,4,0.09,Mobile Payment,6004
933,1072,Dehumidifier,Electronics,2007,Grace,3003,VenderD,4020,Benjamin,2025-07-21,445.84,3,0.1,Cash,6001
934,1022,Smart Light,Electronics,2003,Charlie,3005,VenderF,4021,Ella,2025-07-22,752.38,1,0.08,Bank Transfer,6002
935,1073,Water Filter,Accessories,2002,Bob,3003,VenderD,4000,John,2025-07-23,441.34,1,0.17,Mobile Payment,6004
936,1046,Scanner,Electronics,2002,Bob,3003,VenderD,4031,Samuel,2025-07-24,258.67,4,0.14,Cryptocurrency,6005
937,1068,Hoverboard,Electronics,2004,David,3009,VenderJ,4027,Zoe,2025-07-25,946.14,4,0.1,Credit Card,6000
938,1046,Scanner,Accessories,2004,David,3009,VenderJ,4017,Elijah,2025-07-26,1386.17,4,0.17,Cryptocurrency,6005
939,1029,TV,Accessories,2005,Eve,3001,VenderB,4006,Liam,2025-07-27,1527.98,2,0.16,Cryptocurrency,6005
940,1024,VR Headset,Accessories,2006,Frank,3008,VenderI,4037,Levi,2025-07-28,857.58,1,0.0,Mobile Payment,6004
941,1027,Smart Doorbell,Electronics,2005,Eve,3009,VenderJ,4005,Sophia,2025-07-29,1008.28,2,0.1,Mobile Payment,6004
942,1024,VR Headset,Electronics,2006,Frank,3007,VenderH,4013,Mia,2025-07-30,1535.39,1,0.01,Online Payment,6003
943,1073,Water Filter,Accessories,2003,Charlie,3007,VenderH,4029,Hannah,2025-07-31,770.14,4,0.06,Cash,6001
944,1077,Smart Dishwasher,Accessories,2005,Eve,3004,VenderE,4043,Mateo,2025-08-01,1591.06,1,0.16,Online Payment,6003
945,1057,NAS Drive,Accessories,2005,Eve,3002,VenderC,4045,Ryan,2025-08-02,1938.01,1,0.19,Online Payment,6003
946,1040,Charging Cable,Accessories,2001,Alice,3005,VenderF,4013,Mia,2025-08-03,1772.91,3,0.05,Cash,6001
947,1024,VR Headset,Electronics,2002,Bob,3008,VenderI,4043,Mateo,2025-08-04,961.83,1,0.0,Online Payment,6003
948,1077,Smart Dishwasher,Electronics,2004,David,3007,VenderH,4040,Nora,2025-08-05,1201.09,1,0.08,Mobile Payment,6004
949,1047,Tablet Stand,Electronics,2005,Eve,3006,VenderG,4008,Noah,2025-08-06,1461.21,3,0.07,Bank Transfer,6002
950,1009,Smartwatch,Electronics,2004,David,3007,VenderH,4030,Aiden,2025-08-07,763.67,4,0.14,Credit Card,6000
951,1074,Smart Refrigerator,Electronics,2006,Frank,3003,VenderD,4001,Jane,2025-08-08,1618.55,3,0.1,Gift Card,6006
952,1010,Charger,Accessories,2005,Eve,3005,VenderF,4017,Elijah,2025-08-09,930.14,4,0.08,Credit Card,6000
953,1020,Projector,Electronics,2006,Frank,3004,VenderE,4004,Chris,2025-08-10,1709.0,4,0.05,Gift Card,6006
954,1044,Alarm System,Accessories,2005,Eve,3001,VenderB,4025,Jackson,2025-08-11,583.99,4,0.17,Gift Card,6006
955,1006,Keyboard,Accessories,2007,Grace,3007,VenderH,4022,Alexander,2025-08-12,121.62,1,0.05,Online Payment,6003
956,1080,Dash Cam,Accessories,2003,Charlie,3002,VenderC,4011,Mason,2025-08-13,1302.11,3,0.01,Cash,6001
957,1063,Portable Speaker,Electronics,2001,Alice,3004,VenderE,4013,Mia,2025-08-14,958.59,3,0.11,Mobile Payment,6004
958,1063,Portable Speaker,Accessories,2006,Frank,3007,VenderH,4012,Lucas,2025-08-15,213.66,3,0.06,Online Payment,6003
959,1001,Smartphone,Electronics,2002,Bob,3008,VenderI,4034,Scarlett,2025-08-16,1026.46,3,0.14,Mobile Payment,6004
960,1075,Air Fryer,Accessories,2002,Bob,3008,VenderI,4046,Mila,2025-08-17,420.28,2,0.02,Mobile Payment,6004
961,1041,Docking Station,Electronics,2003,Charlie,3004,VenderE,4014,James,2025-08-18,1296.52,1,0.19,Gift Card,6006
962,1081,Smart Mirror,Accessories,2003,Charlie,3001,VenderB,4034,Scarlett,2025-08-19,945.59,2,0.04,Gift Card,6006
963,1053,Laptop Bag,Electronics,2007,Grace,3006,VenderG,4018,Harper,2025-08-20,425.14,1,0.07,Cryptocurrency,6005
964,1074,Smart Refrigerator,Accessories,2002,Bob,3006,VenderG,4014,James,2025-08-21,882.68,3,0.1,Gift Card,6006
965,1015,Microphone,Accessories,2006,Frank,3007,VenderH,4050,Hazel,2025-08-22,542.15,2,0.18,Credit Card,6000
966,1017,Flash Drive,Accessories,2002,Bob,3007,VenderH,4007,Olivia,2025-08-23,1340.88,4,0.14,Bank Transfer,6002
967,1058,Security Camera,Accessories,2001,Alice,3004,VenderE,4022,Alexander,2025-08-24,660.77,3,0.03,Bank Transfer,6002
968,1015,Microphone,Electronics,2005,Eve,3000,VenderA,4012,Lucas,2025-08-25,1661.83,3,0.09,Cash,6001
969,1005,Mouse,Electronics,2001,Alice,3003,VenderD,4022,Alexander,2025-08-26,126.91,4,0.11,Bank Transfer,6002
970,1056,Network Switch,Electronics,2007,Grace,3003,VenderD,4030,Aiden,2025-08-27,866.49,3,0.14,Online Payment,6003
971,1046,Scanner,Accessories,2007,Grace,3002,VenderC,4029,Hannah,2025-08-28,1272.45,1,0.11,Credit Card,6000
972,1047,Tablet Stand,Accessories,2002,Bob,3007,VenderH,4041,Daniel,2025-08-29,142.96,3,0.09,Credit Card,6000
973,1041,Docking Station,Accessories,2005,Eve,3002,VenderC,4001,Jane,2025-08-30,510.1,1,0.15,Mobile Payment,6004
974,1075,Air Fryer,Accessories,2002,Bob,3004,VenderE,4010,Isabella,2025-08-31,722.1,1,0.08,Online Payment,6003
975,1059,Smartwatch Charger,Accessories,2001,Alice,3001,VenderB,4024,Emily,2025-09-01,141.5,3,0.2,Online Payment,6003
976,1076,Smart Microwave,Accessories,2001,Alice,3005,VenderF,4028,Sebastian,2025-09-02,1138.71,4,0.19,Mobile Payment,6004
977,1003,Headphones,Electronics,2006,Frank,3005,VenderF,4021,Ella,2025-09-03,1298.65,1,0.14,Cryptocurrency,6005
978,1001,Smartphone,Electronics,2006,Frank,3007,VenderH,4018,Harper,2025-09-04,532.29,2,0.18,Cryptocurrency,6005
979,1058,Security Camera,Electronics,2001,Alice,3007,VenderH,4008,Noah,2025-09-05,1132.62,1,0.08,Mobile Payment,6004
980,1026,Game Console,Electronics,2005,Eve,3000,VenderA,4040,Nora,2025-09-06,1998.34,4,0.12,Credit Card,6000
981,1026,Game Console,Electronics,2007,Grace,3004,VenderE,4037,Levi,2025-09-07,1785.15,3,0.05,Gift Card,6006
982,1078,Wine Fridge,Electronics,2006,Frank,3001,VenderB,4028,Sebastian,2025-09-08,211.46,4,0.18,Online Payment,6003
983,1071,Humidifier,Electronics,2006,Frank,3009,VenderJ,4009,Ava,2025-09-09,342.98,4,0.09,Bank Transfer,6002
984,1006,Keyboard,Electronics,2004,David,3004,VenderE,4021,Ella,2025-09-10,1039.37,3,0.11,Bank Transfer,6002
985,1062,Fitness Band,Accessories,2004,David,3009,VenderJ,4023,Lily,2025-09-11,565.88,2,0.17,Gift Card,6006
986,1045,3D Printer,Accessories,2006,Frank,3008,VenderI,4007,Olivia,2025-09-12,253.84,2,0.16,Gift Card,6006
987,1062,Fitness Band,Accessories,2002,Bob,3003,VenderD,4046,Mila,2025-09-13,583.65,1,0.06,Credit Card,6000
988,1011,Webcam,Accessories,2005,Eve,3007,VenderH,4005,Sophia,2025-09-14,216.24,1,0.02,Bank Transfer,6002
989,1012,Speaker,Accessories,2003,Charlie,3000,VenderA,4006,Liam,2025-09-15,1106.83,2,0.03,Bank Transfer,6002
990,1042,Memory Card,Accessories,2006,Frank,3007,VenderH,4019,Henry,2025-09-16,1031.48,3,0.07,Gift Card,6006
991,1016,USB Hub,Accessories,2004,David,3005,VenderF,4016,Amelia,2025-09-17,112.02,4,0.06,Online Payment,6003
992,1062,Fitness Band,Electronics,2005,Eve,3007,VenderH,4035,Jack,2025-09-18,1016.78,3,0.01,Online Payment,6003
993,1080,Dash Cam,Electronics,2005,Eve,3005,VenderF,4007,Olivia,2025-09-19,1087.63,4,0.09,Cash,6001
994,1035,Monitor Stand,Accessories,2004,David,3002,VenderC,4012,Lucas,2025-09-20,1250.84,4,0.02,Online Payment,6003
995,1007,Printer,Electronics,2005,Eve,3007,VenderH,4023,Lily,2025-09-21,1943.19,2,0.04,Cash,6001
996,1068,Hoverboard,Electronics,2005,Eve,3004,VenderE,4045,Ryan,2025-09-22,1967.12,2,0.16,Cryptocurrency,6005
997,1079,Bluetooth Tracker,Electronics,2004,David,3009,VenderJ,4049,Lincoln,2025-09-23,1101.17,3,0.1,Online Payment,6003
998,1035,Monitor Stand,Electronics,2001,Alice,3004,VenderE,4030,Aiden,2025-09-24,1705.85,4,0.07,Mobile Payment,6004
999,1027,Smart Doorbell,Electronics,2006,Frank,3006,VenderG,4022,Alexander,2025-09-25,261.81,3,0.04,Online Payment,6003
1000,1046,Scanner,Accessories,2002,Bob,3005,VenderF,4016,Amelia,2025-09-26,1109.19,1,0.17,Cash,6001
1001,1075,Air Fryer,Electronics,2003,Charlie,3008,VenderI,4049,Lincoln,2025-09-27,1389.91,2,0.18,Bank Transfer,6002
1002,1029,TV,Accessories,2002,Bob,3006,VenderG,4045,Ryan,2025-09-28,1172.98,2,0.1,Online Payment,6003
1003,1022,Smart Light,Accessories,2001,Alice,3002,VenderC,4023,Lily,2025-09-29,538.37,4,0.18,Bank Transfer,6002
1004,1015,Microphone,Accessories,2007,Grace,3004,VenderE,4042,Stella,2025-09-30,219.05,2,0.09,Bank Transfer,6002
1005,1013,Router,Electronics,2001,Alice,3008,VenderI,4009,Ava,2025-10-01,834.67,3,0.02,Online Payment,6003
1006,1073,Water Filter,Accessories,2005,Eve,3009,VenderJ,4030,Aiden,2025-10-02,1330.52,4,0.0,Online Payment,6003
1007,1070,Robot Vacuum,Accessories,2002,Bob,3001,VenderB,4044,Layla,2025-10-03,1984.25,4,0.03,Mobile Payment,6004
1008,1051,Air Purifier,Accessories,2001,Alice,3000,VenderA,4019,Henry,2025-10-04,549.41,1,0.12,Cryptocurrency,6005
1009,1036,Desk Lamp,Accessories,2002,Bob,3007,VenderH,4015,Charlotte,2025-10-05,1843.8,3,0.06,Cash,6001
1010,1028,Smart Lock,Electronics,2001,Alice,3007,VenderH,4013,Mia,2025-10-06,229.7,4,0.13,Online Payment,6003
1011,1066,Wireless Charger,Accessories,2003,Charlie,3001,VenderB,4002,Mike,2025-10-07,1868.88,2,0.1,Bank Transfer,6002
1012,1014,External Hard Drive,Accessories,2001,Alice,3007,VenderH,4029,Hannah,2025-10-08,1681.5,2,0.07,Bank Transfer,6002
1013,1046,Scanner,Accessories,2002,Bob,3004,VenderE,4017,Elijah,2025-10-09,139.8,4,0.04,Online Payment,6003
1014,1045,3D Printer,Accessories,2005,Eve,3001,VenderB,4005,Sophia,2025-10-10,666.55,2,0.02,Cash,6001
1015,1051,Air Purifier,Electronics,2002,Bob,3006,VenderG,4019,Henry,2025-10-11,196.82,4,0.16,Cryptocurrency,6005
1016,1018,Graphics Card,Accessories,2004,David,3006,VenderG,4034,Scarlett,2025-10-12,1991.46,4,0.16,Bank Transfer,6002
1017,1076,Smart Microwave,Accessories,2002,Bob,3002,VenderC,4018,Harper,2025-10-13,912.9,4,0.11,Cryptocurrency,6005
1018,1020,Projector,Accessories,2003,Charlie,3000,VenderA,4025,Jackson,2025-10-14,1358.13,2,0.03,Cryptocurrency,6005
1019,1063,Portable Speaker,Accessories,2006,Frank,3003,VenderD,4034,Scarlett,2025-10-15,544.96,2,0.05,Mobile Payment,6004
1020,1036,Desk Lamp,Accessories,2003,Charlie,3001,VenderB,4011,Mason,2025-10-16,1874.1,3,0.19,Bank Transfer,6002
1021,1026,Game Console,Accessories,2003,Charlie,3003,VenderD,4007,Olivia,2025-10-17,620.93,1,0.05,Cash,6001
1022,1054,Desktop,Electronics,2001,Alice,3007,VenderH,4036,Chloe,2025-10-18,594.41,2,0.01,Credit Card,6000
1023,1028,Smart Lock,Accessories,2003,Charlie,3001,VenderB,4048,Sofia,2025-10-19,697.74,4,0.11,Mobile Payment,6004
1024,1019,Cooling Fan,Electronics,2002,Bob,3000,VenderA,4009,Ava,2025-10-20,978.73,2,0.05,Mobile Payment,6004
1025,1024,VR Headset,Electronics,2006,Frank,3002,VenderC,4020,Benjamin,2025-10-21,135.21,2,0.19,Credit Card,6000
1026,1069,Electric Bike,Accessories,2007,Grace,3009,VenderJ,4048,Sofia,2025-10-22,1235.89,4,0.11,Mobile Payment,6004
1027,1062,Fitness Band,Electronics,2005,Eve,3006,VenderG,4040,Nora,2025-10-23,160.17,3,0.19,Mobile Payment,6004
1028,1035,Monitor Stand,Accessories,2007,Grace,3005,VenderF,4044,Layla,2025-10-24,1124.48,4,0.16,Mobile Payment,6004
1029,1001,Smartphone,Electronics,2003,Charlie,3005,VenderF,4041,Daniel,2025-10-25,969.98,3,0.14,Bank Transfer,6002
1030,1021,Drone,Accessories,2002,Bob,3006,VenderG,4028,Sebastian,2025-10-26,560.84,2,0.17,Bank Transfer,6002
1031,1015,Microphone,Electronics,2001,Alice,3007,VenderH,4030,Aiden,2025-10-27,726.56,4,0.12,Online Payment,6003
1032,1017,Flash Drive,Electronics,2001,Alice,3002,VenderC,4039,Ethan,2025-10-28,1440.75,2,0.0,Online Payment,6003
1033,1068,Hoverboard,Accessories,2005,Eve,3002,VenderC,4006,Liam,2025-10-29,118.24,4,0.08,Bank Transfer,6002
1034,1053,Laptop Bag,Electronics,2005,Eve,3009,VenderJ,4033,Owen,2025-10-30,701.63,2,0.04,Mobile Payment,6004
1035,1029,TV,Electronics,2002,Bob,3007,VenderH,4033,Owen,2025-10-31,1392.56,2,0.09,Cash,6001
1036,1044,Alarm System,Electronics,2005,Eve,3006,VenderG,4029,Hannah,2025-11-01,389.32,2,0.09,Credit Card,6000
1037,1018,Graphics Card,Electronics,2005,Eve,3009,VenderJ,4003,Emma,2025-11-02,1164.73,4,0.03,Online Payment,6003
1038,1033,Bluetooth Adapter,Electronics,2001,Alice,3004,VenderE,4040,Nora,2025-11-03,420.97,3,0.0,Gift Card,6006
1039,1012,Speaker,Accessories,2002,Bob,3003,VenderD,4029,Hannah,2025-11-04,394.05,2,0.03,Gift Card,6006
1040,1042,Memory Card,Electronics,2006,Frank,3005,VenderF,4024,Emily,2025-11-05,1567.33,4,0.17,Mobile Payment,6004
1041,1061,Smart Glasses,Electronics,2005,Eve,3008,VenderI,4013,Mia,2025-11-06,606.4,4,0.15,Gift Card,6006
1042,1021,Drone,Accessories,2002,Bob,3005,VenderF,4023,Lily,2025-11-07,813.96,2,0.16,Online Payment,6003
1043,1051,Air Purifier,Accessories,2003,Charlie,3007,VenderH,4042,Stella,2025-11-08,1487.03,2,0.06,Cryptocurrency,6005
1044,1051,Air Purifier,Accessories,2001,Alice,3000,VenderA,4030,Aiden,2025-11-09,441.09,3,0.05,Cash,6001
1045,1035,Monitor Stand,Electronics,2006,Frank,3005,VenderF,4038,Ellie,2025-11-10,1110.3,2,0.01,Cryptocurrency,6005
1046,1072,Dehumidifier,Electronics,2001,Alice,3001,VenderB,4027,Zoe,2025-11-11,1843.86,3,0.09,Mobile Payment,6004
1047,1018,Graphics Card,Electronics,2001,Alice,3002,VenderC,4024,Emily,2025-11-12,1152.27,1,0.08,Gift Card,6006
1048,1037,Laptop Stand,Electronics,2004,David,3005,VenderF,4018,Harper,2025-11-13,192.81,4,0.17,Bank Transfer,6002
1049,1069,Electric Bike,Accessories,2002,Bob,3001,VenderB,4003,Emma,2025-11-14,1220.42,3,0.14,Cash,6001
1050,1078,Wine Fridge,Accessories,2003,Charlie,3003,VenderD,4033,Owen,2025-11-15,271.29,2,0.03,Online Payment,6003
1051,1056,Network Switch,Electronics,2005,Eve,3005,VenderF,4031,Samuel,2025-11-16,636.04,3,0.2,Gift Card,6006
1052,1019,Cooling Fan,Electronics,2003,Charlie,3004,VenderE,4024,Emily,2025-11-17,1714.38,2,0.15,Mobile Payment,6004
1053,1008,Camera,Electronics,2002,Bob,3005,VenderF,4021,Ella,2025-11-18,121.03,3,0.14,Cryptocurrency,6005
1054,1031,Smart Plug,Electronics,2001,Alice,3005,VenderF,4027,Zoe,2025-11-19,246.33,4,0.04,Mobile Payment,6004
1055,1003,Headphones,Accessories,2004,David,3007,VenderH,4050,Hazel,2025-11-20,790.39,3,0.18,Credit Card,6000
1056,1049,Coffee Maker,Accessories,2002,Bob,3008,VenderI,4017,Elijah,2025-11-21,1998.85,1,0.09,Gift Card,6006
1057,1081,Smart Mirror,Electronics,2006,Frank,3004,VenderE,4006,Liam,2025-11-22,654.54,4,0.06,Credit Card,6000
1058,1004,Monitor,Accessories,2006,Frank,3005,VenderF,4010,Isabella,2025-11-23,398.82,3,0.13,Cryptocurrency,6005
1059,1019,Cooling Fan,Electronics,2002,Bob,3005,VenderF,4041,Daniel,2025-11-24,1143.9,1,0.04,Credit Card,6000
1060,1074,Smart Refrigerator,Electronics,2005,Eve,3005,VenderF,4010,Isabella,2025-11-25,1086.58,1,0.18,Bank Transfer,6002
1061,1036,Desk Lamp,Accessories,2003,Charlie,3001,VenderB,4008,Noah,2025-11-26,954.28,3,0.17,Mobile Payment,6004
1062,1021,Drone,Electronics,2003,Charlie,3003,VenderD,4034,Scarlett,2025-11-27,1898.64,4,0.09,Mobile Payment,6004
1063,1057,NAS Drive,Accessories,2005,Eve,3000,VenderA,4036,Chloe,2025-11-28,632.28,3,0.04,Online Payment,6003
1064,1067,Electric Scooter,Electronics,2004,David,3000,VenderA,4022,Alexander,2025-11-29,657.32,4,0.1,Gift Card,6006
1065,1043,Action Camera,Accessories,2001,Alice,3000,VenderA,4032,Avery,2025-11-30,366.49,4,0.03,Gift Card,6006
1066,1033,Bluetooth Adapter,Electronics,2007,Grace,3006,VenderG,4000,John,2025-12-01,1424.85,3,0.05,Gift Card,6006
1067,1076,Smart Microwave,Accessories,2007,Grace,3000,VenderA,4019,Henry,2025-12-02,710.6,1,0.1,Bank Transfer,6002
1068,1041,Docking Station,Electronics,2001,Alice,3005,VenderF,4004,Chris,2025-12-03,1625.21,4,0.0,Gift Card,6006
1069,1008,Camera,Electronics,2006,Frank,3001,VenderB,4028,Sebastian,2025-12-04,1946.34,2,0.15,Gift Card,6006
1070,1006,Keyboard,Accessories,2004,David,3005,VenderF,4025,Jackson,2025-12-05,183.0,2,0.04,Gift Card,6006
1071,1067,Electric Scooter,Electronics,2005,Eve,3005,VenderF,4050,Hazel,2025-12-06,1986.93,1,0.17,Credit Card,6000
1072,1018,Graphics Card,Accessories,2007,Grace,3002,VenderC,4037,Levi,2025-12-07,582.8,1,0.0,Mobile Payment,6004
1073,1030,E-reader,Accessories,2002,Bob,3007,VenderH,4002,Mike,2025-12-08,898.21,3,0.11,Credit Card,6000
1074,1034,Power Bank,Electronics,2003,Charlie,3003,VenderD,4020,Benjamin,2025-12-09,1577.71,4,0.16,Cash,6001
1075,1056,Network Switch,Electronics,2002,Bob,3006,VenderG,4012,Lucas,2025-12-10,1364.13,3,0.05,Bank Transfer,6002
1076,1060,Soundbar,Electronics,2003,Charlie,3003,VenderD,4030,Aiden,2025-12-11,1579.03,2,0.14,Credit Card,6000
1077,1030,E-reader,Electronics,2002,Bob,3000,VenderA,4016,Amelia,2025-12-12,986.03,2,0.14,Bank Transfer,6002
1078,1052,Wi-Fi Range Extender,Accessories,2005,Eve,3005,VenderF,4034,Scarlett,2025-12-13,1840.53,4,0.13,Cryptocurrency,6005
1079,1031,Smart Plug,Electronics,2005,Eve,3004,VenderE,4022,Alexander,2025-12-14,1600.89,4,0.07,Gift Card,6006
1080,1065,Monitor Arm,Electronics,2004,David,3008,VenderI,4002,Mike,2025-12-15,687.53,2,0.16,Mobile Payment,6004
1081,1058,Security Camera,Electronics,2002,Bob,3008,VenderI,4044,Layla,2025-12-16,1902.11,3,0.13,Cash,6001
1082,1009,Smartwatch,Accessories,2002,Bob,3007,VenderH,4001,Jane,2025-12-17,1926.0,4,0.12,Online Payment,6003
1083,1001,Smartphone,Electronics,2004,David,3006,VenderG,4002,Mike,2025-12-18,888.6,3,0.16,Gift Card,6006
1084,1065,Monitor Arm,Accessories,2004,David,3001,VenderB,4019,Henry,2025-12-19,1338.72,4,0.05,Cash,6001
1085,1059,Smartwatch Charger,Electronics,2005,Eve,3007,VenderH,4047,Luke,2025-12-20,1648.06,1,0.05,Bank Transfer,6002
1086,1016,USB Hub,Accessories,2005,Eve,3002,VenderC,4043,Mateo,2025-12-21,1652.87,3,0.08,Cash,6001
1087,1015,Microphone,Electronics,2006,Frank,3005,VenderF,4008,Noah,2025-12-22,126.83,2,0.01,Mobile Payment,6004
1088,1015,Microphone,Electronics,2002,Bob,3009,VenderJ,4047,Luke,2025-12-23,1295.13,1,0.07,Bank Transfer,6002
1089,1045,3D Printer,Accessories,2005,Eve,3006,VenderG,4003,Emma,2025-12-24,1950.03,3,0.08,Gift Card,6006
1090,1038,Headset,Electronics,2007,Grace,3005,VenderF,4024,Emily,2025-12-25,539.56,4,0.1,Bank Transfer,6002
1091,1030,E-reader,Electronics,2005,Eve,3004,VenderE,4049,Lincoln,2025-12-26,1611.66,2,0.05,Mobile Payment,6004
1092,1000,Laptop,Electronics,2002,Bob,3003,VenderD,4000,John,2025-12-27,1115.07,4,0.18,Cryptocurrency,6005
1093,1010,Charger,Accessories,2004,David,3001,VenderB,4038,Ellie,2025-12-28,520.79,3,0.06,Credit Card,6000
1094,1003,Headphones,Electronics,2002,Bob,3008,VenderI,4011,Mason,2025-12-29,196.97,1,0.17,Online Payment,6003
