Date,Item Code,Wholesale Price (RMB/kg)
2021-07-24,102900051004294,3.29
2021-07-24,102900051009336,16.72
2021-07-24,102900051010455,3.12
2021-07-24,106949711300068,1.91
2021-07-24,106958851400125,1.92
2021-07-25,102900005115250,7.0
2021-07-25,102900005115762,2.42
2021-07-25,102900005115779,4.61
2021-07-25,102900005115786,1.85
2021-07-25,102900005115793,13.72
2021-07-25,102900005115823,3.35
2021-07-25,102900005115908,4.13
2021-07-25,102900005115960,0.9
2021-07-25,102900005115984,3.26
2021-07-25,102900005116219,3.58
2021-07-25,102900005116226,4.72
2021-07-25,102900005116233,4.86
2021-07-25,102900005116257,6.99
2021-07-25,102900005116509,4.74
2021-07-25,102900005116530,13.99
2021-07-25,102900005116547,3.38
2021-07-25,102900005116714,6.67
2021-07-25,102900005116790,3.44
2021-07-25,102900005116899,8.4
2021-07-25,102900005116905,2.0
2021-07-25,102900005116912,7.92
2021-07-25,102900005116943,7.51
2021-07-25,102900005117209,12.99
2021-07-25,102900005118817,8.54
2021-07-25,102900005118824,4.08
2021-07-25,102900005118831,3.32
2021-07-25,102900005119098,16.99
2021-07-25,102900005119944,7.19
2021-07-25,102900005119968,2.99
2021-07-25,102900005119975,2.0
2021-07-25,102900005123880,5.9
2021-07-25,102900005125808,7.81
2021-07-25,102900005125815,4.12
2021-07-25,102900011000328,4.1
2021-07-25,102900011000861,4.26
2021-07-25,102900011001806,3.57
2021-07-25,102900011006948,14.05
2021-07-25,102900011008164,3.85
2021-07-25,102900011008485,3.86
2021-07-25,102900011009246,7.38
2021-07-25,102900011009970,6.67
2021-07-25,102900011012994,2.24
2021-07-25,102900011013274,3.58
2021-07-25,102900011016701,4.03
2021-07-25,102900011022030,2.4
2021-07-25,102900011022764,4.6
2021-07-25,102900051000463,5.55
2021-07-25,102900051004294,3.4
2021-07-25,102900051010455,3.12
2021-07-25,106949711300068,1.86
2021-07-25,106958851400125,1.93
2021-07-26,102900005115762,2.52
2021-07-26,102900005115779,4.59
2021-07-26,102900005115786,1.85
2021-07-26,102900005115793,13.66
2021-07-26,102900005115823,3.28
2021-07-26,102900005115908,4.23
2021-07-26,102900005115960,0.9
2021-07-26,102900005115984,3.28
2021-07-26,102900005116233,4.81
2021-07-26,102900005116257,6.89
2021-07-26,102900005116509,4.79
2021-07-26,102900005116530,14.02
2021-07-26,102900005116547,3.38
2021-07-26,102900005116714,6.68
2021-07-26,102900005116790,3.44
2021-07-26,102900005116899,8.4
2021-07-26,102900005116912,7.87
2021-07-26,102900005116943,7.46
2021-07-26,102900005117209,13.63
2021-07-26,102900005118824,4.16
2021-07-26,102900005118831,3.35
2021-07-26,102900005119098,17.05
2021-07-26,102900005119944,7.15
2021-07-26,102900005119968,2.98
2021-07-26,102900005119975,2.0
2021-07-26,102900005123880,5.96
2021-07-26,102900005125808,7.8
2021-07-26,102900005125815,4.15
2021-07-26,102900011000328,4.12
2021-07-26,102900011001219,8.43
2021-07-26,102900011001806,3.58
2021-07-26,102900011002414,7.5
2021-07-26,102900011008164,4.04
2021-07-26,102900011008485,3.89
2021-07-26,102900011008522,3.36
2021-07-26,102900011009970,6.69
2021-07-26,102900011013274,3.56
2021-07-26,102900011016701,4.26
2021-07-26,102900011021699,17.3
2021-07-26,102900011022764,4.6
2021-07-26,102900011027479,4.75
2021-07-26,102900051000463,5.53
2021-07-26,102900051000944,20.0
2021-07-26,102900051010455,3.12
2021-07-26,106958851400125,1.9
2021-07-27,102900005115762,2.58
2021-07-27,102900005115779,4.59
2021-07-27,102900005115786,1.86
2021-07-27,102900005115793,13.71
2021-07-27,102900005115823,3.28
2021-07-27,102900005115908,4.38
2021-07-27,102900005115946,1.87
2021-07-27,102900005115960,0.9
2021-07-27,102900005115984,3.28
2021-07-27,102900005116219,3.58
2021-07-27,102900005116226,3.54
2021-07-27,102900005116233,4.57
2021-07-27,102900005116257,6.58
2021-07-27,102900005116509,4.8
2021-07-27,102900005116530,15.0
2021-07-27,102900005116547,3.38
2021-07-27,102900005116714,6.78
2021-07-27,102900005116790,3.44
2021-07-27,102900005116899,8.4
2021-07-27,102900005116905,2.02
2021-07-27,102900005116912,7.89
2021-07-27,102900005116943,7.47
2021-07-27,102900005118572,1.0
2021-07-27,102900005118817,10.25
2021-07-27,102900005118824,3.9
2021-07-27,102900005118831,3.34
2021-07-27,102900005119098,17.07
2021-07-27,102900005119944,7.16
2021-07-27,102900005119968,2.99
2021-07-27,102900005119975,2.0
2021-07-27,102900005125808,7.89
2021-07-27,102900005125815,4.19
2021-07-27,102900011000328,4.09
2021-07-27,102900011001561,1.55
2021-07-27,102900011001806,3.55
2021-07-27,102900011002414,7.48
2021-07-27,102900011006689,2.0
2021-07-27,102900011008164,4.44
2021-07-27,102900011008522,3.36
2021-07-27,102900011009246,7.41
2021-07-27,102900011009970,6.69
2021-07-27,102900011012994,2.24
2021-07-27,102900011016701,4.25
2021-07-27,102900011022764,4.2
2021-07-27,102900011027479,4.84
2021-07-27,102900051000463,5.36
2021-07-27,102900051000944,20.0
2021-07-27,102900051004294,3.4
2021-07-27,102900051009336,16.62
2021-07-27,102900051010455,3.12
2021-07-27,106958851400125,1.9
2021-07-28,102900005115762,2.55
2021-07-28,102900005115779,4.58
2021-07-28,102900005115786,1.87
2021-07-28,102900005115793,13.57
2021-07-28,102900005115823,3.28
2021-07-28,102900005115908,4.39
2021-07-28,102900005115946,1.86
2021-07-28,102900005115960,0.9
2021-07-28,102900005115984,3.28
2021-07-28,102900005116219,3.54
2021-07-28,102900005116226,3.54
2021-07-28,102900005116233,4.31
2021-07-28,102900005116257,6.56
2021-07-28,102900005116509,4.8
2021-07-28,102900005116530,15.46
2021-07-28,102900005116547,3.51
2021-07-28,102900005116714,6.78
2021-07-28,102900005116790,3.47
2021-07-28,102900005116899,8.4
2021-07-28,102900005116905,2.0
2021-07-28,102900005116912,7.9
2021-07-28,102900005116943,7.89
2021-07-28,102900005118817,11.31
2021-07-28,102900005118824,3.94
2021-07-28,102900005118831,3.33
2021-07-28,102900005119098,17.05
2021-07-28,102900005119944,7.18
2021-07-28,102900005119968,2.81
2021-07-28,102900005119975,2.0
2021-07-28,102900005125808,7.98
2021-07-28,102900005125815,4.34
2021-07-28,102900011000328,4.09
2021-07-28,102900011001561,1.55
2021-07-28,102900011001806,3.54
2021-07-28,102900011002414,7.46
2021-07-28,102900011006948,16.29
2021-07-28,102900011008164,4.46
2021-07-28,102900011008485,3.89
2021-07-28,102900011008522,3.36
2021-07-28,102900011009246,7.42
2021-07-28,102900011009970,6.5
2021-07-28,102900011012994,2.18
2021-07-28,102900011013274,3.56
2021-07-28,102900011016701,4.32
2021-07-28,102900011022030,2.4
2021-07-28,102900011022764,4.0
2021-07-28,102900011027479,4.85
2021-07-28,102900051000463,5.5
2021-07-28,102900051000944,20.0
2021-07-28,102900051004294,3.39
2021-07-28,102900051009336,16.69
2021-07-28,102900051010455,3.12
2021-07-28,106949711300068,1.77
2021-07-28,106958851400125,1.89
2021-07-29,102900005115762,2.49
2021-07-29,102900005115779,4.6
2021-07-29,102900005115786,1.87
2021-07-29,102900005115793,13.65
2021-07-29,102900005115823,3.28
2021-07-29,102900005115908,4.4
2021-07-29,102900005115946,1.86
2021-07-29,102900005115960,0.9
2021-07-29,102900005115984,3.28
2021-07-29,102900005116219,3.3
2021-07-29,102900005116226,3.44
2021-07-29,102900005116233,4.62
2021-07-29,102900005116257,6.54
2021-07-29,102900005116509,4.8
2021-07-29,102900005116530,16.0
2021-07-29,102900005116547,3.74
2021-07-29,102900005116714,6.87
2021-07-29,102900005116790,3.57
2021-07-29,102900005116899,8.4
2021-07-29,102900005116912,7.8
2021-07-29,102900005116943,7.68
2021-07-29,102900005118817,13.09
2021-07-29,102900005118824,3.94
2021-07-29,102900005118831,3.18
2021-07-29,102900005119098,17.08
2021-07-29,102900005119944,7.12
2021-07-29,102900005119968,2.89
2021-07-29,102900005119975,2.0
2021-07-29,102900005123880,5.97
2021-07-29,102900005125808,7.08
2021-07-29,102900005125815,4.35
2021-07-29,102900011000328,4.09
2021-07-29,102900011001806,3.5
2021-07-29,102900011006689,2.0
2021-07-29,102900011006948,18.24
2021-07-29,102900011008164,4.36
2021-07-29,102900011008522,3.98
2021-07-29,102900011009970,5.71
2021-07-29,102900011012994,2.17
2021-07-29,102900011013274,3.58
2021-07-29,102900011016701,4.24
2021-07-29,102900011022030,2.4
2021-07-29,102900011022764,2.59
2021-07-29,102900011027479,4.84
2021-07-29,102900051000463,5.83
2021-07-29,102900051004294,3.37
2021-07-29,102900051009336,16.49
2021-07-29,102900051010455,3.12
2021-07-29,106949711300068,1.77
2021-07-29,106958851400125,1.92
2021-07-30,102900005115762,2.49
2021-07-30,102900005115779,4.57
2021-07-30,102900005115786,1.87
2021-07-30,102900005115793,13.7
2021-07-30,102900005115823,3.28
2021-07-30,102900005115908,4.43
2021-07-30,102900005115946,1.92
2021-07-30,102900005115960,0.9
2021-07-30,102900005115984,3.28
2021-07-30,102900005116219,3.32
2021-07-30,102900005116226,3.27
2021-07-30,102900005116233,4.89
2021-07-30,102900005116257,6.28
2021-07-30,102900005116509,4.8
2021-07-30,102900005116530,16.0
2021-07-30,102900005116547,3.73
2021-07-30,102900005116714,6.71
2021-07-30,102900005116790,3.57
2021-07-30,102900005116899,8.43
2021-07-30,102900005116912,7.5
2021-07-30,102900005116943,7.65
2021-07-30,102900005117209,13.64
2021-07-30,102900005118817,11.57
2021-07-30,102900005118824,3.84
2021-07-30,102900005118831,3.33
2021-07-30,102900005119098,17.11
2021-07-30,102900005119944,7.18
2021-07-30,102900005119968,2.89
2021-07-30,102900005119975,2.0
2021-07-30,102900005123880,5.81
2021-07-30,102900005125808,6.61
2021-07-30,102900005125815,4.39
2021-07-30,102900011000328,4.1
2021-07-30,102900011001219,7.03
2021-07-30,102900011001806,3.56
2021-07-30,102900011002414,7.49
2021-07-30,102900011006948,19.3
2021-07-30,102900011008164,4.8
2021-07-30,102900011008485,3.87
2021-07-30,102900011008522,4.16
2021-07-30,102900011009246,7.41
2021-07-30,102900011009970,5.3
2021-07-30,102900011012994,2.22
2021-07-30,102900011013274,3.51
2021-07-30,102900011016701,4.39
2021-07-30,102900011022764,2.23
2021-07-30,102900011027462,5.51
2021-07-30,102900011027479,5.02
2021-07-30,102900051000944,20.0
2021-07-30,102900051004294,3.37
2021-07-30,102900051010455,3.12
2021-07-30,106949711300068,1.89
2021-07-31,102900005115762,2.45
2021-07-31,102900005115779,4.59
2021-07-31,102900005115786,1.88
2021-07-31,102900005115793,13.78
2021-07-31,102900005115823,3.43
2021-07-31,102900005115946,1.91
2021-07-31,102900005115960,0.93
2021-07-31,102900005115984,3.3
2021-07-31,102900005116219,3.48
2021-07-31,102900005116226,4.32
2021-07-31,102900005116233,5.84
2021-07-31,102900005116257,6.41
2021-07-31,102900005116509,4.8
2021-07-31,102900005116530,16.0
2021-07-31,102900005116547,3.98
2021-07-31,102900005116714,6.72
2021-07-31,102900005116790,3.57
2021-07-31,102900005116899,8.22
2021-07-31,102900005116905,2.0
2021-07-31,102900005116912,7.78
2021-07-31,102900005116943,7.62
2021-07-31,102900005118817,10.08
2021-07-31,102900005118824,3.84
2021-07-31,102900005118831,3.33
2021-07-31,102900005119098,17.02
2021-07-31,102900005119944,7.23
2021-07-31,102900005119968,2.89
2021-07-31,102900005119975,2.0
2021-07-31,102900005123880,5.15
2021-07-31,102900005125808,6.74
2021-07-31,102900005125815,4.63
2021-07-31,102900011000328,4.1
2021-07-31,102900011001806,3.63
2021-07-31,102900011002414,7.47
2021-07-31,102900011006689,2.0
2021-07-31,102900011006948,12.06
2021-07-31,102900011008164,4.95
2021-07-31,102900011008485,3.87
2021-07-31,102900011008522,3.72
2021-07-31,102900011009970,5.22
2021-07-31,102900011013274,3.56
2021-07-31,102900011016701,4.94
2021-07-31,102900011022030,2.4
2021-07-31,102900011022764,2.26
2021-07-31,102900011027479,5.53
2021-07-31,102900051000463,5.83
2021-07-31,102900051000944,20.0
2021-07-31,102900051004294,3.6
2021-07-31,102900051009336,16.82
2021-07-31,102900051010455,3.14
2021-07-31,106949711300068,1.9
2021-07-31,106958851400125,1.95
2021-08-01,102900005115762,2.52
2021-08-01,102900005115779,4.57
2021-08-01,102900005115786,1.91
2021-08-01,102900005115793,12.88
2021-08-01,102900005115823,3.6
2021-08-01,102900005115908,4.53
2021-08-01,102900005115946,1.83
2021-08-01,102900005115960,1.0
2021-08-01,102900005115984,3.3
2021-08-01,102900005116219,3.48
2021-08-01,102900005116226,4.06
2021-08-01,102900005116233,6.04
2021-08-01,102900005116257,6.52
2021-08-01,102900005116509,4.8
2021-08-01,102900005116530,16.0
2021-08-01,102900005116547,3.97
2021-08-01,102900005116714,6.62
2021-08-01,102900005116790,3.57
2021-08-01,102900005116899,7.61
2021-08-01,102900005116905,2.0
2021-08-01,102900005116912,7.5
2021-08-01,102900005116943,7.16
2021-08-01,102900005117209,13.63
2021-08-01,102900005118817,10.04
2021-08-01,102900005118824,3.93
2021-08-01,102900005118831,3.34
2021-08-01,102900005119098,17.01
2021-08-01,102900005119944,7.18
2021-08-01,102900005119968,2.89
2021-08-01,102900005119975,2.0
2021-08-01,102900005123880,5.17
2021-08-01,102900005125808,5.6
2021-08-01,102900005125815,4.84
2021-08-01,102900011000328,3.6
2021-08-01,102900011001806,3.6
2021-08-01,102900011002414,9.3
2021-08-01,102900011006689,2.0
2021-08-01,102900011006948,11.56
2021-08-01,102900011008164,4.91
2021-08-01,102900011008522,3.56
2021-08-01,102900011009246,7.4
2021-08-01,102900011009970,5.44
2021-08-01,102900011012994,2.27
2021-08-01,102900011013274,3.61
2021-08-01,102900011016701,5.26
2021-08-01,102900011022030,2.4
2021-08-01,102900011022764,2.37
2021-08-01,102900011027479,5.98
2021-08-01,102900051000463,5.83
2021-08-01,102900051000944,20.0
2021-08-01,102900051004294,3.68
2021-08-01,102900051009336,16.69
2021-08-01,102900051010455,3.13
2021-08-01,106949711300068,1.92
2021-08-02,102900005115762,2.49
2021-08-02,102900005115779,4.59
2021-08-02,102900005115786,1.9
2021-08-02,102900005115793,12.54
2021-08-02,102900005115823,3.52
2021-08-02,102900005115908,3.17
2021-08-02,102900005115946,1.8
2021-08-02,102900005115960,1.02
2021-08-02,102900005115984,3.29
2021-08-02,102900005116219,3.47
2021-08-02,102900005116226,3.56
2021-08-02,102900005116233,5.89
2021-08-02,102900005116257,6.65
2021-08-02,102900005116509,4.8
2021-08-02,102900005116530,16.0
2021-08-02,102900005116547,3.94
2021-08-02,102900005116714,6.71
2021-08-02,102900005116790,3.96
2021-08-02,102900005116899,7.6
2021-08-02,102900005116905,2.0
2021-08-02,102900005116912,7.5
2021-08-02,102900005116943,7.0
2021-08-02,102900005117209,13.64
2021-08-02,102900005118817,9.93
2021-08-02,102900005118824,3.97
2021-08-02,102900005118831,3.3
2021-08-02,102900005119098,17.0
2021-08-02,102900005119944,7.23
2021-08-02,102900005119968,2.88
2021-08-02,102900005119975,2.0
2021-08-02,102900005123880,5.17
2021-08-02,102900005125808,5.6
2021-08-02,102900005125815,4.93
2021-08-02,102900011000328,3.65
2021-08-02,102900011001219,7.03
2021-08-02,102900011001806,3.61
2021-08-02,102900011008164,4.36
2021-08-02,102900011008522,3.56
2021-08-02,102900011009970,6.06
2021-08-02,102900011012994,2.27
2021-08-02,102900011013274,3.58
2021-08-02,102900011016701,5.73
2021-08-02,102900011022030,2.4
2021-08-02,102900011022764,2.54
2021-08-02,102900011027479,5.78
2021-08-02,102900051000463,5.84
2021-08-02,102900051000944,20.0
2021-08-02,102900051004294,3.72
2021-08-02,102900051009336,16.8
2021-08-02,102900051010455,3.14
2021-08-02,106949711300068,1.98
2021-08-02,106958851400125,2.02
2021-08-03,102900005115168,0.5
2021-08-03,102900005115762,2.27
2021-08-03,102900005115779,4.56
2021-08-03,102900005115786,1.86
2021-08-03,102900005115793,12.64
2021-08-03,102900005115823,3.48
2021-08-03,102900005115908,2.0
2021-08-03,102900005115946,1.83
2021-08-03,102900005115960,1.1
2021-08-03,102900005115984,3.28
2021-08-03,102900005116219,4.04
2021-08-03,102900005116226,4.24
2021-08-03,102900005116233,6.52
2021-08-03,102900005116257,7.8
2021-08-03,102900005116509,4.75
2021-08-03,102900005116530,16.0
2021-08-03,102900005116547,3.95
2021-08-03,102900005116714,6.92
2021-08-03,102900005116790,4.1
2021-08-03,102900005116899,7.6
2021-08-03,102900005116905,2.38
2021-08-03,102900005116912,8.07
2021-08-03,102900005116943,7.48
2021-08-03,102900005117209,8.04
2021-08-03,102900005118817,10.49
2021-08-03,102900005118824,5.67
2021-08-03,102900005118831,3.28
2021-08-03,102900005119098,16.94
2021-08-03,102900005119944,7.34
2021-08-03,102900005119968,3.69
2021-08-03,102900005119975,2.0
2021-08-03,102900005123880,5.95
2021-08-03,102900005125808,5.6
2021-08-03,102900005125815,4.78
2021-08-03,102900011000328,3.61
2021-08-03,102900011001806,3.7
2021-08-03,102900011006689,2.0
2021-08-03,102900011006948,12.97
2021-08-03,102900011008164,3.33
2021-08-03,102900011008485,3.53
2021-08-03,102900011008522,3.56
2021-08-03,102900011009246,7.34
2021-08-03,102900011009970,5.35
2021-08-03,102900011012994,2.56
2021-08-03,102900011013274,3.71
2021-08-03,102900011016701,6.12
2021-08-03,102900011022030,2.4
2021-08-03,102900011022764,3.38
2021-08-03,102900051000463,6.84
2021-08-03,102900051000944,22.0
2021-08-03,102900051004294,3.66
2021-08-03,102900051009336,16.92
2021-08-03,102900051010455,3.12
2021-08-03,106949711300068,1.98
2021-08-03,106958851400125,1.69
2021-08-04,102900005115779,4.48
2021-08-04,102900005115786,1.84
2021-08-04,102900005115823,3.76
2021-08-04,102900005115908,4.58
2021-08-04,102900005115946,1.83
2021-08-04,102900005115960,1.27
2021-08-04,102900005115984,3.38
2021-08-04,102900005116219,3.86
2021-08-04,102900005116226,3.59
2021-08-04,102900005116233,6.88
2021-08-04,102900005116257,8.05
2021-08-04,102900005116509,4.83
2021-08-04,102900005116530,16.0
2021-08-04,102900005116547,4.02
2021-08-04,102900005116714,5.83
2021-08-04,102900005116790,3.67
2021-08-04,102900005116899,7.6
2021-08-04,102900005116912,7.8
2021-08-04,102900005116943,7.52
2021-08-04,102900005117209,8.03
2021-08-04,102900005118817,10.5
2021-08-04,102900005118824,5.86
2021-08-04,102900005118831,3.56
2021-08-04,102900005119098,17.11
2021-08-04,102900005119944,7.09
2021-08-04,102900005119968,3.9
2021-08-04,102900005119975,2.0
2021-08-04,102900005123880,5.82
2021-08-04,102900005125808,5.6
2021-08-04,102900005125815,5.04
2021-08-04,102900011000328,3.6
2021-08-04,102900011006948,14.03
2021-08-04,102900011008164,3.87
2021-08-04,102900011008522,3.99
2021-08-04,102900011009970,5.34
2021-08-04,102900011012994,2.41
2021-08-04,102900011013274,3.7
2021-08-04,102900011016701,5.22
2021-08-04,102900011022030,2.4
2021-08-04,102900011022764,3.97
2021-08-04,102900011027479,5.87
2021-08-04,102900051000463,6.87
2021-08-04,102900051000944,22.0
2021-08-04,102900051004294,3.79
2021-08-04,102900051010455,3.08
2021-08-04,106949711300068,1.82
2021-08-04,106958851400125,1.86
2021-08-05,102900005115762,2.26
2021-08-05,102900005115779,4.7
2021-08-05,102900005115786,1.83
2021-08-05,102900005115793,11.92
2021-08-05,102900005115823,3.83
2021-08-05,102900005115908,4.52
2021-08-05,102900005115946,1.83
2021-08-05,102900005115960,1.3
2021-08-05,102900005115984,3.51
2021-08-05,102900005116219,4.22
2021-08-05,102900005116226,4.18
2021-08-05,102900005116233,7.11
2021-08-05,102900005116257,9.09
2021-08-05,102900005116509,4.84
2021-08-05,102900005116530,16.0
2021-08-05,102900005116547,4.31
2021-08-05,102900005116714,6.57
2021-08-05,102900005116790,3.67
2021-08-05,102900005116899,7.6
2021-08-05,102900005116912,7.8
2021-08-05,102900005116943,7.43
2021-08-05,102900005118817,10.37
2021-08-05,102900005118824,5.88
2021-08-05,102900005118831,3.5
2021-08-05,102900005119098,16.98
2021-08-05,102900005119944,7.24
2021-08-05,102900005119968,4.48
2021-08-05,102900005119975,2.0
2021-08-05,102900005125808,5.64
2021-08-05,102900005125815,5.18
2021-08-05,102900011000328,3.61
2021-08-05,102900011001806,3.83
2021-08-05,102900011006948,13.76
2021-08-05,102900011008164,4.42
2021-08-05,102900011009246,7.42
2021-08-05,102900011009970,5.35
2021-08-05,102900011012994,2.47
2021-08-05,102900011013274,3.83
2021-08-05,102900011016701,5.24
2021-08-05,102900011022030,2.4
2021-08-05,102900011022764,3.96
2021-08-05,102900011027479,5.74
2021-08-05,102900051000463,6.71
2021-08-05,102900051000944,22.0
2021-08-05,102900051004294,3.76
2021-08-05,102900051010455,3.52
2021-08-05,106949711300068,1.92
2021-08-05,106958851400125,1.95
2021-08-06,102900005115762,2.32
2021-08-06,102900005115779,4.75
2021-08-06,102900005115786,1.82
2021-08-06,102900005115793,11.81
2021-08-06,102900005115823,4.28
2021-08-06,102900005115908,4.51
2021-08-06,102900005115946,1.86
2021-08-06,102900005115960,1.3
2021-08-06,102900005115984,3.72
2021-08-06,102900005116219,4.43
2021-08-06,102900005116226,4.22
2021-08-06,102900005116233,7.0
2021-08-06,102900005116257,9.94
2021-08-06,102900005116509,4.87
2021-08-06,102900005116530,16.0
2021-08-06,102900005116547,4.3
2021-08-06,102900005116714,7.1
2021-08-06,102900005116790,3.81
2021-08-06,102900005116899,7.6
2021-08-06,102900005116912,8.36
2021-08-06,102900005116943,7.44
2021-08-06,102900005117209,8.03
2021-08-06,102900005118817,10.01
2021-08-06,102900005118824,5.9
2021-08-06,102900005118831,3.49
2021-08-06,102900005119098,16.97
2021-08-06,102900005119944,7.23
2021-08-06,102900005119968,4.49
2021-08-06,102900005119975,2.0
2021-08-06,102900005125808,5.63
2021-08-06,102900005125815,5.3
2021-08-06,102900011000328,3.59
2021-08-06,102900011001219,7.25
2021-08-06,102900011001806,3.81
2021-08-06,102900011006948,13.63
2021-08-06,102900011008164,4.58
2021-08-06,102900011008522,3.78
2021-08-06,102900011009246,7.42
2021-08-06,102900011009970,5.22
2021-08-06,102900011012994,2.75
2021-08-06,102900011013274,3.81
2021-08-06,102900011016701,5.35
2021-08-06,102900011022030,2.4
2021-08-06,102900011022764,3.96
2021-08-06,102900011027479,5.7
2021-08-06,102900051000463,6.75
2021-08-06,102900051000944,22.0
2021-08-06,102900051004294,3.62
2021-08-06,102900051010455,3.57
2021-08-06,106949711300068,1.92
2021-08-06,106958851400125,2.03
2021-08-07,102900005115762,2.19
2021-08-07,102900005115779,4.63
2021-08-07,102900005115786,1.85
2021-08-07,102900005115823,4.42
2021-08-07,102900005115908,4.51
2021-08-07,102900005115946,1.86
2021-08-07,102900005115960,1.3
2021-08-07,102900005115984,3.72
2021-08-07,102900005116226,4.2
2021-08-07,102900005116233,5.82
2021-08-07,102900005116257,9.96
2021-08-07,102900005116509,4.98
2021-08-07,102900005116530,16.0
2021-08-07,102900005116547,4.3
2021-08-07,102900005116714,7.02
2021-08-07,102900005116790,4.1
2021-08-07,102900005116899,7.19
2021-08-07,102900005116912,8.57
2021-08-07,102900005116943,7.45
2021-08-07,102900005117209,8.04
2021-08-07,102900005118817,10.39
2021-08-07,102900005118824,5.95
2021-08-07,102900005118831,3.46
2021-08-07,102900005119098,16.94
2021-08-07,102900005119944,7.18
2021-08-07,102900005119968,3.66
2021-08-07,102900005119975,2.0
2021-08-07,102900005123880,5.15
2021-08-07,102900005125808,5.59
2021-08-07,102900005125815,5.35
2021-08-07,102900011000328,3.5
2021-08-07,102900011001219,7.27
2021-08-07,102900011001806,3.8
2021-08-07,102900011006948,14.93
2021-08-07,102900011008164,4.35
2021-08-07,102900011008522,3.78
2021-08-07,102900011009970,5.41
2021-08-07,102900011012994,2.75
2021-08-07,102900011013274,3.8
2021-08-07,102900011016701,5.25
2021-08-07,102900011022030,2.4
2021-08-07,102900011022764,3.65
2021-08-07,102900051000463,6.75
2021-08-07,102900051000944,22.0
2021-08-07,102900051004294,3.68
2021-08-07,102900051010455,3.57
2021-08-07,106949711300068,1.92
2021-08-07,106958851400125,2.01
2021-08-08,102900005115762,2.09
2021-08-08,102900005115779,4.59
2021-08-08,102900005115786,1.87
2021-08-08,102900005115793,11.81
2021-08-08,102900005115823,4.42
2021-08-08,102900005115908,4.58
2021-08-08,102900005115946,1.87
2021-08-08,102900005115960,1.3
2021-08-08,102900005115984,3.65
2021-08-08,102900005116226,4.1
2021-08-08,102900005116233,5.78
2021-08-08,102900005116257,9.96
2021-08-08,102900005116530,16.0
2021-08-08,102900005116547,4.33
2021-08-08,102900005116714,7.02
2021-08-08,102900005116790,4.44
2021-08-08,102900005116899,6.66
2021-08-08,102900005116905,2.01
2021-08-08,102900005116912,8.55
2021-08-08,102900005116943,7.49
2021-08-08,102900005117209,8.07
2021-08-08,102900005118817,10.14
2021-08-08,102900005118824,5.96
2021-08-08,102900005118831,3.21
2021-08-08,102900005119944,7.2
2021-08-08,102900005119968,3.56
2021-08-08,102900005119975,2.0
2021-08-08,102900005125808,5.63
2021-08-08,102900005125815,5.29
2021-08-08,102900011000328,3.5
2021-08-08,102900011001219,7.27
2021-08-08,102900011001806,3.8
2021-08-08,102900011006948,14.25
2021-08-08,102900011008164,4.57
2021-08-08,102900011008522,3.78
2021-08-08,102900011009970,5.44
2021-08-08,102900011012994,2.75
2021-08-08,102900011013274,3.73
2021-08-08,102900011016701,4.73
2021-08-08,102900011022764,3.37
2021-08-08,102900011027479,5.7
2021-08-08,102900051000463,6.74
2021-08-08,102900051000944,22.0
2021-08-08,102900051004294,3.76
2021-08-08,102900051009336,16.54
2021-08-08,102900051010455,3.57
2021-08-08,106949711300068,1.92
2021-08-08,106958851400125,2.08
2021-08-09,102900005115762,2.1
2021-08-09,102900005115779,4.98
2021-08-09,102900005115786,1.87
2021-08-09,102900005115793,11.65
2021-08-09,102900005115823,4.42
2021-08-09,102900005115908,4.92
2021-08-09,102900005115946,1.87
2021-08-09,102900005115960,1.3
2021-08-09,102900005115984,3.57
2021-08-09,102900005116226,3.74
2021-08-09,102900005116233,5.78
2021-08-09,102900005116257,9.96
2021-08-09,102900005116509,5.0
2021-08-09,102900005116530,16.0
2021-08-09,102900005116547,4.32
2021-08-09,102900005116714,6.81
2021-08-09,102900005116790,4.58
2021-08-09,102900005116899,6.4
2021-08-09,102900005116912,8.47
2021-08-09,102900005116943,7.48
2021-08-09,102900005117209,8.0
2021-08-09,102900005118817,9.88
2021-08-09,102900005118824,5.96
2021-08-09,102900005118831,3.69
2021-08-09,102900005119098,16.95
2021-08-09,102900005119944,7.66
2021-08-09,102900005119968,3.67
2021-08-09,102900005119975,2.0
2021-08-09,102900005125808,5.76
2021-08-09,102900005125815,5.47
2021-08-09,102900011000328,3.5
2021-08-09,102900011001806,3.73
2021-08-09,102900011006948,13.83
2021-08-09,102900011008164,4.57
2021-08-09,102900011008522,3.78
2021-08-09,102900011009970,5.44
2021-08-09,102900011012994,2.73
2021-08-09,102900011013274,3.93
2021-08-09,102900011016701,3.7
2021-08-09,102900011022030,2.4
2021-08-09,102900011022764,3.13
2021-08-09,102900011027479,5.83
2021-08-09,102900051000463,6.72
2021-08-09,102900051000944,22.0
2021-08-09,102900051004294,3.67
2021-08-09,102900051009336,16.75
2021-08-09,102900051010455,3.35
2021-08-09,106949711300068,1.95
2021-08-09,106958851400125,2.22
2021-08-10,102900005115762,2.1
2021-08-10,102900005115779,5.03
2021-08-10,102900005115786,1.89
2021-08-10,102900005115793,9.88
2021-08-10,102900005115823,4.42
2021-08-10,102900005115908,4.94
2021-08-10,102900005115946,1.88
2021-08-10,102900005115960,1.4
2021-08-10,102900005115984,3.57
2021-08-10,102900005116226,3.85
